Descriptor ID, Fitness, Model, R2_Train, R2Pred_Validation, R2Pred_Test
[92- 190- 218- 286- 322- 325],3.7972102436,<class 'sklearn.svm.classes.SVR'>,0.138068961431,-1.63652562054,0.070004223855
[47- 154- 208- 290],0.915569274494,<class 'sklearn.svm.classes.SVR'>,0.22162724363,-0.233337652753,-0.0473746554948
[1- 318- 337- 345- 369],2.18581363062,<class 'sklearn.svm.classes.SVR'>,0.0997792488433,-1.19543412065,0.321912103555
[171- 224- 231- 249- 340],2.16915582483,<class 'sklearn.svm.classes.SVR'>,0.0888795738916,-1.10392678121,-0.659606031646
[88- 195- 289- 314- 395],1.31476387371,<class 'sklearn.svm.classes.SVR'>,0.241478056433,-0.352813504574,-0.735852570266
[26- 149- 151- 214- 285- 326- 332],5.4945145004,<class 'sklearn.svm.classes.SVR'>,0.301644482742,-1.36454831412,-0.19770896951
[87- 243- 252- 336],2.36605684514,<class 'sklearn.svm.classes.SVR'>,-0.159975462507,-1.53853769042,-0.697392174546
[164- 168- 194- 228- 293],2.45118581883,<class 'sklearn.svm.classes.SVR'>,0.145053788749,-1.89517545831,-1.08188272629
[94- 114- 217- 381- 394],2.9900940957,<class 'sklearn.svm.classes.SVR'>,-0.0173471659061,-1.7738819693,-0.199827011238
[50- 88- 143- 193- 280- 330],3.36928412975,<class 'sklearn.svm.classes.SVR'>,0.111776802706,-1.06318079179,-0.251609526698
[0- 5- 226- 272- 301- 302- 357],6.14633231162,<class 'sklearn.svm.classes.SVR'>,0.199680552851,-1.17889097702,-0.388737242926
[22- 71- 81- 92- 99- 169],2.37432300637,<class 'sklearn.svm.classes.SVR'>,0.272200341534,-0.830175103615,0.022246383184
[109- 134- 174- 252- 385],3.82831881712,<class 'sklearn.svm.classes.SVR'>,-0.124800103338,-2.29146341818,-1.1852026723
[122- 140- 308- 310],1.91736850218,<class 'sklearn.svm.classes.SVR'>,-0.02580295908,-1.39727911739,-0.121241176052
[148- 173- 258- 289],1.52097235896,<class 'sklearn.svm.classes.SVR'>,0.191999711099,-1.77824508533,-0.752132076087
[33- 65- 96- 138- 180],3.10203263893,<class 'sklearn.svm.classes.SVR'>,-0.062059855099,-1.67547413044,-0.364814839429
[1- 34- 173- 199- 253],2.3025630984,<class 'sklearn.svm.classes.SVR'>,0.106420412846,-1.42939394824,-0.116563546635
[248- 297- 385- 386],1.95345743755,<class 'sklearn.svm.classes.SVR'>,-0.0756766086466,-1.17459838716,-0.361032901757
[98- 271- 283- 310],0.84634338979,<class 'sklearn.svm.classes.SVR'>,0.395310788257,-1.0605293778,-0.314490700351
[100- 119- 208- 229- 304],2.42832454868,<class 'sklearn.svm.classes.SVR'>,0.0591117302619,-1.36016221428,-0.435216210009
[163- 170- 301- 325],1.86371813728,<class 'sklearn.svm.classes.SVR'>,0.0933067788524,-2.00066123467,-0.366968121688
[91- 115- 212- 313- 320- 338],6.175334441,<class 'sklearn.svm.classes.SVR'>,-0.191061675985,-1.85616062749,-0.714773381002
[28- 133- 138- 334- 339- 344],3.74435835524,<class 'sklearn.svm.classes.SVR'>,0.00243312154436,-0.837833855329,-0.130649942399
[52- 133- 290- 341],2.02148880196,<class 'sklearn.svm.classes.SVR'>,-0.0726355249002,-1.3437147057,-0.404504171752
[62- 64- 138- 155- 342- 387],3.86098200265,<class 'sklearn.svm.classes.SVR'>,0.134947769808,-1.68108229877,-0.350753583351
[15- 26- 54- 155- 190- 237],2.4904737471,<class 'sklearn.svm.classes.SVR'>,0.291779839761,-1.07914271668,0.103589998064
[55- 158- 268- 327],1.71688504496,<class 'sklearn.svm.classes.SVR'>,0.0341817365183,-1.29816374538,-0.567574489939
[98- 242- 277- 315- 369],2.47437858377,<class 'sklearn.svm.classes.SVR'>,0.0900605678771,-1.61337485055,-0.806972037378
[45- 59- 123- 206- 220],2.90152247104,<class 'sklearn.svm.classes.SVR'>,-0.0448470383779,-1.48501697308,-0.354014209541
[45- 68- 88- 174- 356- 384],3.55724075394,<class 'sklearn.svm.classes.SVR'>,0.0518256425461,-0.924334411658,-0.114859916375
[68- 125- 172- 258- 267- 298- 321- 332- 362],3470.37555179,<class 'sklearn.svm.classes.SVR'>,0.125421088348,-1.50898609417,-0.634194761021
[32- 45- 187- 236- 260- 312],4.14744217611,<class 'sklearn.svm.classes.SVR'>,0.0364455446001,-1.40978566028,-0.260506134004
[5- 19- 160- 170- 223- 289],2.84712776738,<class 'sklearn.svm.classes.SVR'>,0.235661904734,-1.18391256109,-0.670150310708
[21- 154- 182- 341- 387],2.80944257986,<class 'sklearn.svm.classes.SVR'>,0.0622763186537,-1.96948700531,-0.829915961244
[131- 148- 171- 344],1.94067146706,<class 'sklearn.svm.classes.SVR'>,-0.0330464898714,-1.40553979325,-0.646597419123
[219- 247- 335- 336- 339],3.54133281573,<class 'sklearn.svm.classes.SVR'>,-0.157737994598,-1.72549687936,-0.430908209364
[7- 238- 277- 331- 365- 392],3.21669458826,<class 'sklearn.svm.classes.SVR'>,0.323859816323,-2.07206353878,-0.284344612096
[123- 141- 225- 298- 329- 377],5.03300446103,<class 'sklearn.svm.classes.SVR'>,-0.0362835262085,-1.79324437307,-0.683756143634
[46- 91- 123- 201- 245- 263],5.41639645937,<class 'sklearn.svm.classes.SVR'>,-0.0141888148601,-2.23280586204,-0.869076503101
